Energy,Intensity
2.799999999999982947e+02,1.014205449357339432e+02
2.800999999999983174e+02,1.013985505416529946e+02
2.801999999999982833e+02,1.014171611827984094e+02
2.802999999999982492e+02,1.013409509860862130e+02
2.803999999999982720e+02,1.012242115098103596e+02
2.804999999999982947e+02,1.012975682432261806e+02
2.805999999999982606e+02,1.012534531956263777e+02
2.806999999999982265e+02,1.012055756167773524e+02
2.807999999999982492e+02,1.008741950960834259e+02
2.808999999999982720e+02,1.009086134188530650e+02
2.809999999999982379e+02,1.006101108557864734e+02
2.810999999999982037e+02,1.007828085149364910e+02
2.811999999999982265e+02,1.004551147698290379e+02
2.812999999999982492e+02,1.005142799424257021e+02
2.813999999999982151e+02,1.001695916769778592e+02
2.814999999999981810e+02,1.005157193000176790e+02
2.815999999999982037e+02,1.007233150678013232e+02
2.816999999999982265e+02,1.004024393323400943e+02
2.817999999999981924e+02,1.001299714653670350e+02
2.818999999999981583e+02,1.002352970884573580e+02
2.819999999999981810e+02,1.002736547056892533e+02
2.820999999999982037e+02,1.002734274387010487e+02
2.821999999999981696e+02,9.990591146688214508e+01
2.822999999999981355e+02,1.000779778288427053e+02
2.823999999999981583e+02,9.991613848135148146e+01
2.824999999999981810e+02,1.001030529532082483e+02
2.825999999999981469e+02,9.996000101007550143e+01
2.826999999999981128e+02,9.981826216509684002e+01
2.827999999999981355e+02,9.974063786268023080e+01
2.828999999999981583e+02,9.948468473018358793e+01
2.829999999999981242e+02,9.963516072826443803e+01
2.830999999999980901e+02,9.953579455064266313e+01
2.831999999999981128e+02,9.981018156107168693e+01
2.832999999999981355e+02,9.963980707557890071e+01
2.833999999999981014e+02,9.954228428575035537e+01
2.834999999999980673e+02,9.961609555314259978e+01
2.835999999999980901e+02,9.984290800737355198e+01
2.836999999999981128e+02,9.977796015252140194e+01
2.837999999999980787e+02,9.987942223681220355e+01
2.838999999999980446e+02,1.001365117042498980e+02
2.839999999999980673e+02,1.002795131436074882e+02
2.840999999999980901e+02,1.006983914547612500e+02
2.841999999999980560e+02,1.015184717557637413e+02
2.842999999999980218e+02,1.028068988156864663e+02
2.843999999999980446e+02,1.049373500669175030e+02
2.844999999999980673e+02,1.107389207343248927e+02
2.845999999999980332e+02,1.235220322719123232e+02
2.846999999999979991e+02,1.556682912047675700e+02
2.847999999999980218e+02,2.273737279361632204e+02
2.848999999999980446e+02,3.388541703492335841e+02
2.849999999999980105e+02,3.926719527284664650e+02
2.850999999999979764e+02,3.645985707431630658e+02
2.851999999999979991e+02,3.200343678189944967e+02
2.852999999999980218e+02,2.879321734299638820e+02
2.853999999999979877e+02,3.003520870685083537e+02
2.854999999999979536e+02,3.458986894270346966e+02
2.855999999999979764e+02,3.542520643418095574e+02
2.856999999999979991e+02,3.950274235499103384e+02
2.857999999999979650e+02,3.746989722481755507e+02
2.858999999999979309e+02,3.382125451377490322e+02
2.859999999999979536e+02,2.780339890406808081e+02
2.860999999999979764e+02,2.247175828893209655e+02
2.861999999999979423e+02,1.871434054695588429e+02
2.862999999999979082e+02,1.643867579101537899e+02
2.863999999999979309e+02,1.541164617055124779e+02
2.864999999999979536e+02,1.511825206434180870e+02
2.865999999999979195e+02,1.494066816494533043e+02
2.866999999999978854e+02,1.513758238428322613e+02
2.867999999999979082e+02,1.557848286659427686e+02
2.868999999999979309e+02,1.609880306052877472e+02
2.869999999999978968e+02,1.681035832428474066e+02
2.870999999999978627e+02,1.790705537738946020e+02
2.871999999999978854e+02,1.918926794777909777e+02
2.872999999999979082e+02,2.027953081992878879e+02
2.873999999999978741e+02,2.123992828463927651e+02
2.874999999999978400e+02,2.194163783742834823e+02
2.875999999999978627e+02,2.229271988081109157e+02
2.876999999999978854e+02,2.249289916921289887e+02
2.877999999999978513e+02,2.285262240852503624e+02
2.878999999999978172e+02,2.310980783313552820e+02
2.879999999999978400e+02,2.340228782101462173e+02
